evaluation_id,CLM_ID,scenario,expected_BR_REF_001,expected_BR_REF_002,expected_BR_REF_003,expected_BR_REF_004,expected_BR_AUTH_001
EVAL_CLM_C2_000684,EVAL_CLM_C2_000684,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000685,EVAL_CLM_C2_000685,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000686,EVAL_CLM_C2_000686,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000687,EVAL_CLM_C2_000687,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000688,EVAL_CLM_C2_000688,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000689,EVAL_CLM_C2_000689,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000690,EVAL_CLM_C2_000690,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000691,EVAL_CLM_C2_000691,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000692,EVAL_CLM_C2_000692,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000693,EVAL_CLM_C2_000693,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000694,EVAL_CLM_C2_000694,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000695,EVAL_CLM_C2_000695,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000696,EVAL_CLM_C2_000696,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000697,EVAL_CLM_C2_000697,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000698,EVAL_CLM_C2_000698,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000699,EVAL_CLM_C2_000699,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000700,EVAL_CLM_C2_000700,CLEAN,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000701,EVAL_CLM_C2_000701,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000702,EVAL_CLM_C2_000702,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000703,EVAL_CLM_C2_000703,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000704,EVAL_CLM_C2_000704,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000705,EVAL_CLM_C2_000705,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000706,EVAL_CLM_C2_000706,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000707,EVAL_CLM_C2_000707,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000708,EVAL_CLM_C2_000708,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000709,EVAL_CLM_C2_000709,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000710,EVAL_CLM_C2_000710,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000711,EVAL_CLM_C2_000711,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000712,EVAL_CLM_C2_000712,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000713,EVAL_CLM_C2_000713,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000714,EVAL_CLM_C2_000714,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000715,EVAL_CLM_C2_000715,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000716,EVAL_CLM_C2_000716,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000717,EVAL_CLM_C2_000717,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000718,EVAL_CLM_C2_000718,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000719,EVAL_CLM_C2_000719,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000720,EVAL_CLM_C2_000720,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000721,EVAL_CLM_C2_000721,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000722,EVAL_CLM_C2_000722,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000723,EVAL_CLM_C2_000723,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000724,EVAL_CLM_C2_000724,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000725,EVAL_CLM_C2_000725,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000726,EVAL_CLM_C2_000726,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000727,EVAL_CLM_C2_000727,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000728,EVAL_CLM_C2_000728,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000729,EVAL_CLM_C2_000729,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000730,EVAL_CLM_C2_000730,INVALID_ICD,FAIL,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000731,EVAL_CLM_C2_000731,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000732,EVAL_CLM_C2_000732,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000733,EVAL_CLM_C2_000733,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000734,EVAL_CLM_C2_000734,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000735,EVAL_CLM_C2_000735,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000736,EVAL_CLM_C2_000736,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000737,EVAL_CLM_C2_000737,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000738,EVAL_CLM_C2_000738,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000739,EVAL_CLM_C2_000739,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000740,EVAL_CLM_C2_000740,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000741,EVAL_CLM_C2_000741,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000742,EVAL_CLM_C2_000742,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000743,EVAL_CLM_C2_000743,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000744,EVAL_CLM_C2_000744,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000745,EVAL_CLM_C2_000745,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000746,EVAL_CLM_C2_000746,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000747,EVAL_CLM_C2_000747,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000748,EVAL_CLM_C2_000748,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000749,EVAL_CLM_C2_000749,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000750,EVAL_CLM_C2_000750,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000751,EVAL_CLM_C2_000751,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000752,EVAL_CLM_C2_000752,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000753,EVAL_CLM_C2_000753,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000754,EVAL_CLM_C2_000754,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000755,EVAL_CLM_C2_000755,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000756,EVAL_CLM_C2_000756,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000757,EVAL_CLM_C2_000757,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000758,EVAL_CLM_C2_000758,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000759,EVAL_CLM_C2_000759,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000760,EVAL_CLM_C2_000760,INVALID_HCPCS,PASS,FAIL,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000761,EVAL_CLM_C2_000761,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000762,EVAL_CLM_C2_000762,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000763,EVAL_CLM_C2_000763,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000764,EVAL_CLM_C2_000764,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000765,EVAL_CLM_C2_000765,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000766,EVAL_CLM_C2_000766,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000767,EVAL_CLM_C2_000767,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000768,EVAL_CLM_C2_000768,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000769,EVAL_CLM_C2_000769,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000770,EVAL_CLM_C2_000770,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000771,EVAL_CLM_C2_000771,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000772,EVAL_CLM_C2_000772,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000773,EVAL_CLM_C2_000773,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000774,EVAL_CLM_C2_000774,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000775,EVAL_CLM_C2_000775,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000776,EVAL_CLM_C2_000776,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000777,EVAL_CLM_C2_000777,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000778,EVAL_CLM_C2_000778,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000779,EVAL_CLM_C2_000779,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000780,EVAL_CLM_C2_000780,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000781,EVAL_CLM_C2_000781,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000782,EVAL_CLM_C2_000782,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000783,EVAL_CLM_C2_000783,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000784,EVAL_CLM_C2_000784,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000785,EVAL_CLM_C2_000785,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000786,EVAL_CLM_C2_000786,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000787,EVAL_CLM_C2_000787,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000788,EVAL_CLM_C2_000788,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000789,EVAL_CLM_C2_000789,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000790,EVAL_CLM_C2_000790,INVALID_BENE,PASS,PASS,FAIL,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000791,EVAL_CLM_C2_000791,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000792,EVAL_CLM_C2_000792,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000793,EVAL_CLM_C2_000793,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000794,EVAL_CLM_C2_000794,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000795,EVAL_CLM_C2_000795,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000796,EVAL_CLM_C2_000796,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000797,EVAL_CLM_C2_000797,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000798,EVAL_CLM_C2_000798,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000799,EVAL_CLM_C2_000799,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000800,EVAL_CLM_C2_000800,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000801,EVAL_CLM_C2_000801,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000802,EVAL_CLM_C2_000802,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000803,EVAL_CLM_C2_000803,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000804,EVAL_CLM_C2_000804,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000805,EVAL_CLM_C2_000805,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000806,EVAL_CLM_C2_000806,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000807,EVAL_CLM_C2_000807,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000808,EVAL_CLM_C2_000808,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000809,EVAL_CLM_C2_000809,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000810,EVAL_CLM_C2_000810,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000811,EVAL_CLM_C2_000811,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000812,EVAL_CLM_C2_000812,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000813,EVAL_CLM_C2_000813,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000814,EVAL_CLM_C2_000814,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000815,EVAL_CLM_C2_000815,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000816,EVAL_CLM_C2_000816,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000817,EVAL_CLM_C2_000817,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000818,EVAL_CLM_C2_000818,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000819,EVAL_CLM_C2_000819,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000820,EVAL_CLM_C2_000820,INVALID_PROVIDER,PASS,PASS,PASS,FAIL,AUTHORIZED
EVAL_CLM_C2_000821,EVAL_CLM_C2_000821,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000822,EVAL_CLM_C2_000822,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000823,EVAL_CLM_C2_000823,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000824,EVAL_CLM_C2_000824,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000825,EVAL_CLM_C2_000825,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000826,EVAL_CLM_C2_000826,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000827,EVAL_CLM_C2_000827,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000828,EVAL_CLM_C2_000828,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000829,EVAL_CLM_C2_000829,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000830,EVAL_CLM_C2_000830,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000831,EVAL_CLM_C2_000831,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000832,EVAL_CLM_C2_000832,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000833,EVAL_CLM_C2_000833,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000834,EVAL_CLM_C2_000834,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000835,EVAL_CLM_C2_000835,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000836,EVAL_CLM_C2_000836,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000837,EVAL_CLM_C2_000837,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000838,EVAL_CLM_C2_000838,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000839,EVAL_CLM_C2_000839,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000840,EVAL_CLM_C2_000840,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000841,EVAL_CLM_C2_000841,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000842,EVAL_CLM_C2_000842,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000843,EVAL_CLM_C2_000843,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000844,EVAL_CLM_C2_000844,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000845,EVAL_CLM_C2_000845,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000846,EVAL_CLM_C2_000846,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000847,EVAL_CLM_C2_000847,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000848,EVAL_CLM_C2_000848,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000849,EVAL_CLM_C2_000849,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000850,EVAL_CLM_C2_000850,MISSING_AUTH,PASS,PASS,PASS,PASS,NO_AUTHORIZATION
EVAL_CLM_C2_000851,EVAL_CLM_C2_000851,BOUNDARY_EXACT_EXP,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000852,EVAL_CLM_C2_000852,BOUNDARY_AFTER_EXP,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000853,EVAL_CLM_C2_000853,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000854,EVAL_CLM_C2_000854,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000855,EVAL_CLM_C2_000855,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000856,EVAL_CLM_C2_000856,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000857,EVAL_CLM_C2_000857,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000858,EVAL_CLM_C2_000858,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000859,EVAL_CLM_C2_000859,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000860,EVAL_CLM_C2_000860,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000861,EVAL_CLM_C2_000861,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000862,EVAL_CLM_C2_000862,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000863,EVAL_CLM_C2_000863,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000864,EVAL_CLM_C2_000864,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000865,EVAL_CLM_C2_000865,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000866,EVAL_CLM_C2_000866,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000867,EVAL_CLM_C2_000867,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000868,EVAL_CLM_C2_000868,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000869,EVAL_CLM_C2_000869,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000870,EVAL_CLM_C2_000870,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000871,EVAL_CLM_C2_000871,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000872,EVAL_CLM_C2_000872,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000873,EVAL_CLM_C2_000873,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000874,EVAL_CLM_C2_000874,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000875,EVAL_CLM_C2_000875,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000876,EVAL_CLM_C2_000876,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000877,EVAL_CLM_C2_000877,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000878,EVAL_CLM_C2_000878,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000879,EVAL_CLM_C2_000879,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000880,EVAL_CLM_C2_000880,EXPIRED_AUTH,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000881,EVAL_CLM_C2_000881,BOUNDARY_EXACT_EFF,PASS,PASS,PASS,PASS,AUTHORIZED
EVAL_CLM_C2_000882,EVAL_CLM_C2_000882,BOUNDARY_BEFORE_EFF,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000883,EVAL_CLM_C2_000883,NOT_YET_EFFECTIVE,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
EVAL_CLM_C2_000884,EVAL_CLM_C2_000884,NOT_YET_EFFECTIVE,PASS,PASS,PASS,PASS,EXPIRED_AUTHORIZATION
